txn_id,source_id,target_id,quantity,price,timestamp,region,product_category
TXN-000046,DST-023,RTL-003,364,33.17,2025-01-13 23:55:23,central,fertilizer
TXN-000047,DST-017,RTL-087,134,29.0,2025-01-14 04:41:28,central,fertilizer
TXN-000048,MFG-003,DST-026,4230,9.93,2025-01-14 07:55:38,east,medicine
TXN-000049,DST-038,RTL-084,231,148.15,2025-01-14 10:33:43,west,electronics
TXN-000050,MFG-010,DST-019,3787,3.6,2025-01-14 16:16:35,north,seeds
TXN-000051,MFG-003,DST-028,4825,9.15,2025-01-14 23:07:41,east,medicine
TXN-000052,MFG-010,DST-017,2397,12.51,2025-01-15 02:24:36,north,fertilizer
TXN-000053,DST-031,RTL-033,277,39.47,2025-01-15 12:37:04,north,fertilizer
TXN-000054,DST-011,RTL-078,27,43.14,2025-01-15 14:08:31,central,fertilizer
TXN-000055,DST-003,RTL-013,392,44.21,2025-01-15 19:01:58,east,fertilizer
TXN-000056,DST-027,RTL-017,38,175.86,2025-01-15 21:14:47,west,electronics
TXN-000057,DST-031,RTL-032,329,43.71,2025-01-16 03:13:12,north,fertilizer
TXN-000058,DST-032,RTL-075,69,139.91,2025-01-16 05:28:48,central,electronics
TXN-000059,DST-008,RTL-053,396,151.2,2025-01-16 10:59:04,south,electronics
TXN-000060,MFG-005,DST-029,4910,3.4,2025-01-16 12:25:56,north,seeds
TXN-000061,MFG-007,DST-034,2694,14.25,2025-01-16 14:35:59,central,fertilizer
TXN-000062,DST-031,RTL-021,176,37.21,2025-01-16 23:27:20,north,fertilizer
TXN-000063,DST-033,RTL-056,347,36.62,2025-01-17 02:07:31,west,fertilizer
TXN-000064,DST-027,RTL-067,381,145.29,2025-01-17 12:08:08,west,electronics
TXN-000065,MFG-004,DST-024,1948,11.67,2025-01-17 15:50:17,central,medicine
TXN-000066,DST-031,RTL-006,209,42.88,2025-01-17 22:58:17,north,fertilizer
TXN-000067,DST-007,RTL-017,364,29.8,2025-01-18 04:12:42,west,fertilizer
TXN-000068,DST-040,RTL-021,38,32.3,2025-01-18 16:29:11,west,fertilizer
TXN-000069,MFG-006,DST-006,820,57.04,2025-01-18 16:44:51,south,electronics
TXN-000070,MFG-011,DST-026,2088,10.42,2025-01-18 21:49:59,central,medicine
TXN-000071,MFG-004,DST-036,1162,13.59,2025-01-19 01:08:58,central,fertilizer
TXN-000072,DST-011,RTL-036,48,37.93,2025-01-19 01:22:27,central,fertilizer
TXN-000073,MFG-001,DST-013,4494,7.89,2025-01-19 06:25:26,central,medicine
TXN-000074,MFG-003,DST-001,1148,4.21,2025-01-19 12:10:03,east,seeds
TXN-000075,MFG-011,DST-031,2078,14.28,2025-01-19 17:58:22,central,fertilizer
TXN-000076,DST-018,RTL-086,132,42.54,2025-01-20 01:28:42,east,fertilizer
TXN-000077,MFG-002,DST-023,1960,15.54,2025-01-20 10:18:03,west,fertilizer
TXN-000078,MFG-002,DST-033,3307,11.09,2025-01-20 15:49:08,west,fertilizer
TXN-000079,DST-032,RTL-075,318,163.27,2025-01-20 18:23:47,central,electronics
TXN-000080,DST-040,RTL-033,73,28.98,2025-01-20 19:30:03,west,fertilizer
TXN-000081,DST-039,RTL-032,355,7.73,2025-01-20 21:26:03,west,seeds
TXN-000082,MFG-005,DST-005,3664,52.81,2025-01-20 23:52:29,north,electronics
TXN-000083,DST-013,RTL-015,105,24.76,2025-01-21 20:37:35,east,medicine
TXN-000084,DST-011,RTL-055,351,42.96,2025-01-21 21:54:42,central,fertilizer
TXN-000085,MFG-002,DST-037,548,14.17,2025-01-21 23:34:55,west,fertilizer
TXN-000086,MFG-006,DST-006,1948,60.69,2025-01-22 08:38:08,south,electronics
TXN-000087,DST-012,RTL-014,32,33.35,2025-01-22 18:37:13,north,medicine
TXN-000088,DST-019,RTL-011,278,11.35,2025-01-22 21:12:46,south,seeds
TXN-000089,MFG-007,DST-010,3711,10.07,2025-01-23 12:20:13,central,medicine
TXN-000090,DST-004,RTL-049,263,34.99,2025-01-23 13:44:38,east,fertilizer
TXN-000091,DST-012,RTL-025,30,34.14,2025-01-23 20:46:16,north,medicine
TXN-000092,DST-006,RTL-065,190,117.99,2025-01-24 00:27:20,central,electronics
TXN-000093,DST-038,RTL-007,271,146.35,2025-01-24 02:16:46,west,electronics
TXN-000094,DST-020,RTL-065,159,27.63,2025-01-24 08:04:26,south,medicine
TXN-000095,DST-018,RTL-086,141,30.98,2025-01-24 11:44:17,east,fertilizer
TXN-000096,DST-031,RTL-062,147,45.2,2025-01-25 08:26:19,north,fertilizer
TXN-000097,DST-017,RTL-086,317,39.51,2025-01-25 10:49:17,central,fertilizer
TXN-000098,DST-007,RTL-044,369,37.64,2025-01-25 11:22:20,west,fertilizer
TXN-000099,DST-004,RTL-010,92,32.07,2025-01-25 15:05:31,east,fertilizer
TXN-000100,MFG-002,DST-017,3063,13.04,2025-01-25 23:37:21,west,fertilizer
TXN-000101,DST-026,RTL-069,105,26.85,2025-01-26 04:17:00,east,medicine
TXN-000102,DST-015,RTL-061,253,3.05,2025-01-26 08:29:06,central,seeds
TXN-000103,DST-027,RTL-001,367,154.83,2025-01-26 10:27:48,west,electronics
TXN-000104,DST-006,RTL-079,391,132.63,2025-01-26 15:04:57,central,electronics
TXN-000105,MFG-003,DST-018,4435,13.08,2025-01-26 20:01:05,east,fertilizer
TXN-000106,MFG-004,DST-032,1468,59.17,2025-01-26 20:41:49,central,electronics
TXN-000107,DST-019,RTL-082,235,9.82,2025-01-27 03:33:30,south,seeds
TXN-000108,MFG-004,DST-024,3257,8.35,2025-01-27 08:34:52,central,medicine
TXN-000109,DST-006,RTL-018,356,150.82,2025-01-27 17:23:54,central,electronics
TXN-000110,DST-004,RTL-072,213,44.25,2025-01-27 18:01:58,east,fertilizer
TXN-000111,MFG-004,DST-014,915,14.39,2025-01-27 22:13:54,central,fertilizer
TXN-000112,MFG-011,DST-029,1953,3.39,2025-01-27 22:31:33,central,seeds
TXN-000113,DST-031,RTL-006,87,43.61,2025-01-28 08:09:05,north,fertilizer
TXN-000114,DST-012,RTL-061,396,26.1,2025-01-28 09:01:23,north,medicine
TXN-000115,DST-006,RTL-044,192,173.66,2025-01-28 09:57:02,central,electronics
TXN-000116,DST-039,RTL-029,80,10.82,2025-01-28 21:26:20,west,seeds
TXN-000117,MFG-006,DST-006,2829,48.72,2025-01-29 05:18:48,south,electronics
TXN-000118,DST-002,RTL-009,219,8.68,2025-01-29 07:18:28,central,seeds
TXN-000119,DST-029,RTL-027,58,11.69,2025-01-29 13:47:12,east,seeds
TXN-000120,DST-028,RTL-053,186,29.59,2025-01-30 18:11:01,west,medicine
TXN-000121,DST-006,RTL-079,192,115.65,2025-01-30 21:22:21,central,electronics
TXN-000122,MFG-007,DST-024,2418,9.48,2025-01-31 01:36:33,central,medicine
TXN-000123,MFG-006,DST-019,1680,3.72,2025-01-31 11:42:41,south,seeds
TXN-000124,DST-012,RTL-061,387,24.42,2025-01-31 14:42:34,north,medicine
TXN-000125,DST-013,RTL-045,115,22.24,2025-01-31 14:47:31,east,medicine
TXN-000126,MFG-004,DST-024,4338,9.35,2025-01-31 15:18:03,central,medicine
TXN-000127,DST-007,RTL-029,358,43.84,2025-02-01 00:32:22,west,fertilizer
TXN-000128,DST-033,RTL-049,367,40.31,2025-02-01 05:09:04,west,fertilizer
TXN-000129,DST-014,RTL-025,397,44.43,2025-02-01 08:39:42,north,fertilizer
TXN-000130,DST-018,RTL-044,82,34.14,2025-02-01 11:55:01,east,fertilizer
TXN-000131,DST-039,RTL-056,234,11.07,2025-02-01 14:31:33,west,seeds
TXN-000132,DST-019,RTL-082,253,10.38,2025-02-01 16:16:33,south,seeds
TXN-000133,DST-025,RTL-068,253,9.55,2025-02-01 16:35:37,west,seeds
TXN-000134,DST-038,RTL-087,87,118.26,2025-02-01 17:40:04,west,electronics
TXN-000135,MFG-011,DST-031,2266,13.28,2025-02-01 19:07:34,central,fertilizer
TXN-000136,MFG-008,DST-017,1570,13.66,2025-02-01 20:17:39,east,fertilizer
TXN-000137,DST-013,RTL-089,323,24.04,2025-02-02 01:02:02,east,medicine
TXN-000138,DST-002,RTL-085,262,11.29,2025-02-02 02:51:36,central,seeds
TXN-000139,DST-001,RTL-075,330,8.8,2025-02-02 03:56:12,west,seeds
TXN-000140,MFG-001,DST-031,4866,10.22,2025-02-02 20:50:27,central,fertilizer
TXN-000141,DST-027,RTL-015,217,176.49,2025-02-02 21:45:43,west,electronics
TXN-000142,MFG-010,DST-024,4213,9.62,2025-02-03 00:06:43,north,medicine
TXN-000143,MFG-010,DST-024,3214,9.18,2025-02-03 03:26:29,north,medicine
TXN-000144,DST-003,RTL-024,299,31.11,2025-02-03 10:00:49,east,fertilizer
TXN-000145,MFG-001,DST-003,2393,14.6,2025-02-03 12:15:17,central,fertilizer
TXN-000146,DST-017,RTL-057,339,30.98,2025-02-03 21:09:22,central,fertilizer
TXN-000147,DST-027,RTL-001,60,138.79,2025-02-04 03:20:26,west,electronics
TXN-000148,DST-010,RTL-019,353,33.48,2025-02-04 10:35:00,central,medicine
TXN-000149,DST-037,RTL-037,207,34.41,2025-02-04 17:01:18,west,fertilizer
TXN-000150,DST-011,RTL-055,119,41.77,2025-02-04 22:00:13,central,fertilizer
TXN-000151,DST-040,RTL-073,352,33.7,2025-02-05 01:58:13,west,fertilizer
TXN-000152,DST-025,RTL-068,383,8.82,2025-02-05 03:55:25,west,seeds
TXN-000153,MFG-002,DST-017,565,14.19,2025-02-05 10:00:21,west,fertilizer
TXN-000154,DST-011,RTL-078,132,29.59,2025-02-05 12:00:12,central,fertilizer
TXN-000155,MFG-012,DST-019,2655,3.65,2025-02-05 13:29:07,south,seeds
TXN-000156,DST-023,RTL-013,251,43.39,2025-02-05 22:49:28,central,fertilizer
TXN-000157,DST-024,RTL-009,130,22.03,2025-02-06 02:08:03,central,medicine
TXN-000158,DST-031,RTL-083,277,40.64,2025-02-06 02:18:15,north,fertilizer
TXN-000159,DST-029,RTL-027,128,9.93,2025-02-06 03:36:01,east,seeds
TXN-000160,MFG-002,DST-037,1760,13.85,2025-02-06 04:28:53,west,fertilizer
TXN-000161,DST-015,RTL-037,159,2.34,2025-02-06 11:30:07,central,seeds
TXN-000162,DST-039,RTL-032,94,11.77,2025-02-06 20:47:53,west,seeds
TXN-000163,MFG-009,DST-015,2006,4.2,2025-02-07 03:41:41,north,seeds
TXN-000164,MFG-010,DST-015,1755,4.05,2025-02-07 09:00:53,north,seeds
TXN-000165,DST-007,RTL-017,392,33.7,2025-02-07 15:06:17,west,fertilizer
TXN-000166,MFG-008,DST-015,3084,3.31,2025-02-07 20:11:45,east,seeds
TXN-000167,DST-018,RTL-007,349,32.13,2025-02-07 21:27:21,east,fertilizer
TXN-000168,MFG-011,DST-026,3300,8.83,2025-02-08 07:51:00,central,medicine
TXN-000169,DST-021,RTL-062,117,25.94,2025-02-08 08:00:32,central,medicine
TXN-000170,DST-023,RTL-003,142,44.27,2025-02-08 08:11:30,central,fertilizer
TXN-000171,MFG-001,DST-022,933,11.6,2025-02-08 15:32:33,central,medicine
TXN-000172,MFG-008,DST-015,2428,4.1,2025-02-08 18:20:22,east,seeds
TXN-000173,MFG-003,DST-008,1886,57.52,2025-02-08 20:14:25,east,electronics
TXN-000174,DST-040,RTL-020,92,45.11,2025-02-08 21:14:30,west,fertilizer
TXN-000175,MFG-006,DST-022,3919,9.14,2025-02-09 01:44:09,south,medicine
TXN-000176,DST-011,RTL-027,308,36.0,2025-02-09 05:39:30,central,fertilizer
TXN-000177,DST-010,RTL-039,101,27.41,2025-02-09 15:46:15,central,medicine
TXN-000178,DST-001,RTL-075,367,8.77,2025-02-09 19:15:39,west,seeds
TXN-000179,MFG-010,DST-019,4016,3.27,2025-02-10 09:53:56,north,seeds
TXN-000180,DST-031,RTL-006,329,28.46,2025-02-10 14:35:24,north,fertilizer
TXN-000181,DST-028,RTL-077,56,25.84,2025-02-10 14:57:35,west,medicine
TXN-000182,DST-014,RTL-038,264,43.78,2025-02-10 16:57:33,north,fertilizer
TXN-000183,DST-038,RTL-085,325,142.72,2025-02-10 20:31:08,west,electronics
TXN-000184,DST-038,RTL-076,351,167.89,2025-02-10 22:44:41,west,electronics
TXN-000185,DST-003,RTL-006,315,37.21,2025-02-11 07:33:31,east,fertilizer
TXN-000186,DST-029,RTL-059,390,9.09,2025-02-11 11:42:16,east,seeds
TXN-000187,MFG-012,DST-011,1207,14.05,2025-02-11 15:53:44,south,fertilizer
TXN-000188,MFG-004,DST-030,3499,56.0,2025-02-11 21:10:04,central,electronics
TXN-000189,DST-001,RTL-075,132,8.6,2025-02-11 21:54:14,west,seeds
TXN-000190,DST-018,RTL-007,40,38.25,2025-02-12 07:02:10,east,fertilizer
TXN-000191,DST-007,RTL-004,390,35.45,2025-02-12 11:10:35,west,fertilizer
TXN-000192,MFG-005,DST-034,4082,12.14,2025-02-12 17:32:52,north,fertilizer
TXN-000193,DST-032,RTL-083,106,120.78,2025-02-12 19:10:13,central,electronics
TXN-000194,MFG-008,DST-032,912,60.73,2025-02-12 22:05:48,east,electronics
TXN-000195,DST-009,RTL-073,380,26.23,2025-02-13 00:57:49,east,medicine
TXN-000196,DST-039,RTL-065,100,11.05,2025-02-13 03:22:49,west,seeds
TXN-000197,MFG-011,DST-018,4051,12.0,2025-02-13 22:28:04,central,fertilizer
TXN-000198,DST-031,RTL-006,119,36.59,2025-02-14 09:00:44,north,fertilizer
TXN-000199,MFG-009,DST-006,4366,50.19,2025-02-14 09:12:41,north,electronics
TXN-000200,DST-028,RTL-077,353,28.47,2025-02-14 12:13:03,west,medicine
TXN-000201,DST-021,RTL-062,276,22.24,2025-02-14 16:12:38,central,medicine
TXN-000202,DST-040,RTL-076,328,33.14,2025-02-14 17:46:31,west,fertilizer
TXN-000203,DST-003,RTL-067,192,43.77,2025-02-14 22:39:02,east,fertilizer
TXN-000204,MFG-001,DST-013,477,11.16,2025-02-14 23:24:41,central,medicine
TXN-000205,MFG-001,DST-003,2894,14.5,2025-02-15 00:49:16,central,fertilizer
TXN-000206,MFG-002,DST-023,489,16.44,2025-02-15 13:01:22,west,fertilizer
TXN-000207,DST-006,RTL-044,101,131.49,2025-02-15 13:53:58,central,electronics
TXN-000208,MFG-004,DST-036,4628,13.13,2025-02-15 14:08:03,central,fertilizer
TXN-000209,MFG-008,DST-017,3000,11.29,2025-02-16 00:15:03,east,fertilizer
TXN-000210,DST-001,RTL-072,238,11.55,2025-02-16 01:48:57,west,seeds
TXN-000211,DST-017,RTL-002,136,36.33,2025-02-16 15:30:31,central,fertilizer
TXN-000212,DST-007,RTL-059,168,35.85,2025-02-17 00:48:07,west,fertilizer
TXN-000213,MFG-008,DST-017,1586,14.62,2025-02-17 00:49:51,east,fertilizer
TXN-000214,DST-035,RTL-023,252,32.8,2025-02-17 11:24:06,east,medicine
TXN-000215,DST-004,RTL-072,153,43.4,2025-02-17 16:38:52,east,fertilizer
TXN-000216,DST-035,RTL-023,213,33.12,2025-02-18 06:47:49,east,medicine
TXN-000217,DST-035,RTL-023,222,24.75,2025-02-18 09:42:17,east,medicine
TXN-000218,DST-013,RTL-089,238,30.38,2025-02-19 00:28:39,east,medicine
TXN-000219,DST-035,RTL-023,311,29.07,2025-02-19 01:15:21,east,medicine
TXN-000220,DST-010,RTL-086,44,25.21,2025-02-19 01:41:07,central,medicine
TXN-000221,DST-035,RTL-023,98,21.72,2025-02-19 09:44:20,east,medicine
TXN-000222,DST-027,RTL-015,77,172.14,2025-02-19 10:05:27,west,electronics
TXN-000223,DST-003,RTL-006,127,35.22,2025-02-19 18:03:51,east,fertilizer
TXN-000224,MFG-007,DST-010,3321,9.64,2025-02-19 18:32:01,central,medicine
TXN-000225,DST-035,RTL-023,170,26.33,2025-02-19 20:11:37,east,medicine
TXN-000226,DST-035,RTL-023,254,30.08,2025-02-19 22:21:36,east,medicine
TXN-000227,DST-035,RTL-023,119,25.99,2025-02-20 10:31:06,east,medicine
TXN-000228,DST-028,RTL-053,137,29.87,2025-02-20 19:05:52,west,medicine
TXN-000229,DST-007,RTL-059,138,38.65,2025-02-20 22:13:28,west,fertilizer
TXN-000230,MFG-009,DST-014,2031,12.31,2025-02-21 05:23:14,north,fertilizer
TXN-000231,DST-040,RTL-073,113,30.94,2025-02-21 10:37:02,west,fertilizer
TXN-000232,DST-039,RTL-056,362,10.54,2025-02-21 11:09:42,west,seeds
TXN-000233,MFG-012,DST-016,2462,55.12,2025-02-21 12:37:32,south,electronics
TXN-000234,MFG-012,DST-005,4548,45.88,2025-02-21 17:29:29,south,electronics
TXN-000235,MFG-006,DST-006,756,64.24,2025-02-22 00:07:35,south,electronics
TXN-000236,DST-030,RTL-018,399,121.26,2025-02-22 03:37:06,south,electronics
TXN-000237,DST-035,RTL-023,321,31.26,2025-02-22 11:26:43,east,medicine
TXN-000238,DST-035,RTL-023,365,32.5,2025-02-22 11:32:31,east,medicine
TXN-000239,DST-035,RTL-023,212,23.08,2025-02-22 20:04:43,east,medicine
TXN-000240,DST-035,RTL-023,341,29.75,2025-02-22 21:13:35,east,medicine
TXN-000241,DST-035,RTL-023,36,26.29,2025-02-22 22:37:02,east,medicine
TXN-000242,DST-035,RTL-023,292,23.45,2025-02-23 00:18:00,east,medicine
TXN-000243,MFG-002,DST-020,1810,9.1,2025-02-23 03:12:50,west,medicine
TXN-000244,MFG-003,DST-038,4426,49.08,2025-02-23 11:32:32,east,electronics
TXN-000245,MFG-003,DST-034,1254,16.09,2025-02-23 14:03:50,east,fertilizer
TXN-000246,DST-002,RTL-035,90,11.2,2025-02-23 16:37:52,central,seeds
TXN-000247,DST-011,RTL-067,360,30.24,2025-02-23 19:46:43,central,fertilizer
TXN-000248,MFG-001,DST-022,1793,10.05,2025-02-23 23:32:33,central,medicine
TXN-000249,DST-012,RTL-061,53,28.53,2025-02-24 01:47:03,north,medicine
TXN-000250,MFG-010,DST-024,4769,9.42,2025-02-24 09:54:43,north,medicine
TXN-000251,DST-035,RTL-023,189,25.75,2025-02-24 16:15:56,east,medicine
TXN-000252,DST-035,RTL-023,83,27.56,2025-02-25 05:24:05,east,medicine
TXN-000253,DST-035,RTL-023,347,32.32,2025-02-25 05:36:49,east,medicine
TXN-000254,DST-009,RTL-073,112,31.93,2025-02-25 09:04:23,east,medicine
TXN-000255,DST-017,RTL-087,166,33.04,2025-02-25 23:56:09,central,fertilizer
TXN-000256,DST-016,RTL-064,145,304.46,2025-02-26 17:21:56,central,electronics
TXN-000257,DST-035,RTL-023,37,31.19,2025-02-26 20:22:51,east,medicine
TXN-000258,DST-008,RTL-074,55,115.37,2025-02-26 20:29:04,south,electronics
TXN-000259,DST-037,RTL-054,183,36.54,2025-02-26 23:55:05,west,fertilizer
TXN-000260,DST-004,RTL-049,178,40.94,2025-02-27 12:32:37,east,fertilizer
TXN-000261,MFG-012,DST-037,3051,14.64,2025-02-27 23:35:52,south,fertilizer
TXN-000262,DST-017,RTL-002,209,36.76,2025-02-28 17:31:15,central,fertilizer
TXN-000263,DST-040,RTL-005,113,29.12,2025-02-28 19:38:18,west,fertilizer
TXN-000264,DST-010,RTL-019,251,21.69,2025-02-28 21:50:43,central,medicine
TXN-000265,MFG-009,DST-002,4389,2.81,2025-03-01 00:30:37,north,seeds
TXN-000266,DST-021,RTL-057,371,27.97,2025-03-01 02:37:02,central,medicine
TXN-000267,DST-005,RTL-036,194,130.65,2025-03-01 11:12:02,east,electronics
TXN-000268,DST-002,RTL-009,163,8.85,2025-03-02 00:37:31,central,seeds
TXN-000269,DST-032,RTL-042,394,132.29,2025-03-02 02:43:55,central,electronics
TXN-000270,MFG-007,DST-034,1636,15.49,2025-03-02 05:01:05,central,fertilizer
TXN-000271,DST-030,RTL-035,271,138.48,2025-03-02 12:25:07,south,electronics
TXN-000272,MFG-001,DST-007,2423,13.82,2025-03-02 13:35:42,central,fertilizer
TXN-000273,DST-001,RTL-075,37,10.36,2025-03-02 14:15:27,west,seeds
TXN-000274,DST-029,RTL-018,26,10.37,2025-03-02 18:32:44,east,seeds
TXN-000275,DST-017,RTL-064,187,44.1,2025-03-03 00:49:14,central,fertilizer
TXN-000276,DST-040,RTL-005,51,31.02,2025-03-03 03:25:28,west,fertilizer
TXN-000277,MFG-010,DST-023,4369,11.51,2025-03-03 04:47:41,north,fertilizer
TXN-000278,MFG-003,DST-029,3605,3.33,2025-03-03 05:00:59,east,seeds
TXN-000279,MFG-011,DST-026,4422,8.35,2025-03-03 13:44:23,central,medicine
TXN-000280,MFG-012,DST-037,4783,10.09,2025-03-03 15:19:29,south,fertilizer
TXN-000281,MFG-003,DST-001,2789,3.72,2025-03-03 16:15:11,east,seeds
TXN-000282,MFG-002,DST-037,4135,12.68,2025-03-03 23:37:02,west,fertilizer
TXN-000283,DST-003,RTL-024,148,43.92,2025-03-04 05:06:40,east,fertilizer
TXN-000284,DST-014,RTL-032,158,40.99,2025-03-04 05:07:13,north,fertilizer
TXN-000285,DST-023,RTL-052,322,44.77,2025-03-04 06:50:39,central,fertilizer
TXN-000286,MFG-002,DST-017,4040,12.67,2025-03-04 20:10:01,west,fertilizer
TXN-000287,MFG-008,DST-028,488,11.13,2025-03-05 10:41:24,east,medicine
TXN-000288,DST-023,RTL-013,223,31.15,2025-03-05 11:21:05,central,fertilizer
TXN-000289,MFG-011,DST-026,1901,9.7,2025-03-05 19:13:55,central,medicine
TXN-000290,DST-018,RTL-086,332,38.11,2025-03-06 03:23:01,east,fertilizer
TXN-000291,DST-011,RTL-036,366,31.33,2025-03-06 04:33:25,central,fertilizer
TXN-000292,DST-020,RTL-065,258,24.19,2025-03-06 09:09:47,south,medicine
TXN-000293,DST-006,RTL-079,305,137.95,2025-03-06 21:23:37,central,electronics
TXN-000294,DST-034,RTL-074,152,28.77,2025-03-06 23:24:27,north,fertilizer
TXN-000295,MFG-002,DST-022,3496,8.46,2025-03-07 01:12:11,west,medicine
TXN-000296,DST-019,RTL-082,128,9.66,2025-03-07 20:19:22,south,seeds
TXN-000297,MFG-011,DST-029,4565,3.47,2025-03-08 03:59:32,central,seeds
TXN-000298,DST-002,RTL-057,339,10.44,2025-03-08 04:29:01,central,seeds
TXN-000299,MFG-010,DST-007,2972,14.45,2025-03-08 21:09:14,north,fertilizer
TXN-000300,DST-031,RTL-033,53,39.67,2025-03-09 00:42:28,north,fertilizer
TXN-000301,MFG-001,DST-013,3151,8.47,2025-03-09 15:46:04,central,medicine
TXN-000302,DST-012,RTL-025,218,32.73,2025-03-09 19:41:41,north,medicine
TXN-000303,DST-013,RTL-035,150,32.72,2025-03-10 08:41:23,east,medicine
TXN-000304,DST-039,RTL-065,234,8.16,2025-03-10 13:56:24,west,seeds
TXN-000305,DST-015,RTL-037,71,2.79,2025-03-10 16:20:52,central,seeds
TXN-000306,DST-010,RTL-086,256,22.89,2025-03-10 20:22:05,central,medicine
TXN-000307,MFG-001,DST-037,3020,12.35,2025-03-11 00:35:04,central,fertilizer
TXN-000308,MFG-009,DST-015,4973,3.28,2025-03-11 04:46:24,north,seeds
TXN-000309,DST-008,RTL-069,46,142.61,2025-03-11 13:11:58,south,electronics
TXN-000310,MFG-006,DST-003,937,14.82,2025-03-11 13:16:53,south,fertilizer
TXN-000311,DST-015,RTL-083,279,3.01,2025-03-11 14:30:54,central,seeds
TXN-000312,DST-002,RTL-053,162,11.24,2025-03-11 15:44:33,central,seeds
TXN-000313,DST-001,RTL-080,236,11.36,2025-03-11 19:22:24,west,seeds
TXN-000314,MFG-007,DST-024,1664,11.83,2025-03-11 22:54:10,central,medicine
TXN-000315,DST-027,RTL-001,57,141.71,2025-03-12 02:14:25,west,electronics
TXN-000316,DST-017,RTL-087,285,33.19,2025-03-12 08:31:18,central,fertilizer
